Fecha,Hora,Host,Bajada,Subida
22-02-2022,00:49:31,ookla.wmax.cl:8080,143.94,19.79
22-02-2022,00:50:32,ookla.wmax.cl:8080,137.73,11.17
22-02-2022,00:51:32,ookla.wmax.cl:8080,107.41,16.91
22-02-2022,00:52:31,ookla.wmax.cl:8080,199.36,24.88
22-02-2022,00:53:32,ookla.wmax.cl:8080,226.28,33.93
22-02-2022,00:54:31,ookla.wmax.cl:8080,174.22,19.92
22-02-2022,00:55:31,ookla.wmax.cl:8080,209.75,36.83
22-02-2022,00:56:32,ookla.wmax.cl:8080,145.18,10.63
22-02-2022,00:57:31,ookla.wmax.cl:8080,198.7,18.32
22-02-2022,00:58:31,ookla.wmax.cl:8080,226.24,12.97
22-02-2022,00:59:31,ookla.wmax.cl:8080,104.43,11.69
22-02-2022,01:00:31,ookla.wmax.cl:8080,120.16,10.16
22-02-2022,01:01:32,ookla.wmax.cl:8080,156.64,38.91
22-02-2022,01:02:32,ookla.wmax.cl:8080,141.31,17.03
22-02-2022,01:03:33,ookla.wmax.cl:8080,113.4,14.65
22-02-2022,01:04:31,ookla.wmax.cl:8080,179.58,29.23
22-02-2022,01:05:31,ookla.wmax.cl:8080,191.74,21.09
22-02-2022,01:06:31,ookla.wmax.cl:8080,250.43,40.78
22-02-2022,01:07:32,ookla.wmax.cl:8080,201.75,25.23
22-02-2022,01:08:31,ookla.wmax.cl:8080,145.03,28.14
22-02-2022,01:09:32,ookla.wmax.cl:8080,190.01,13.75
22-02-2022,01:10:31,ookla.wmax.cl:8080,161.21,41.22
22-02-2022,01:11:31,ookla.wmax.cl:8080,160.18,17.54
22-02-2022,01:12:32,ookla.wmax.cl:8080,151.37,35.75
22-02-2022,01:13:31,ookla.wmax.cl:8080,199.43,34.8
22-02-2022,01:14:32,ookla.wmax.cl:8080,74.89,24.42
22-02-2022,01:15:32,ookla.wmax.cl:8080,98.64,21.41
22-02-2022,01:16:32,ookla.wmax.cl:8080,202.44,22.56
22-02-2022,01:17:31,ookla.wmax.cl:8080,167.81,18.87
22-02-2022,01:18:31,ookla.wmax.cl:8080,157.57,46.32
22-02-2022,01:19:32,ookla.wmax.cl:8080,177.05,30.03
22-02-2022,01:20:31,ookla.wmax.cl:8080,169.69,17.9
22-02-2022,01:21:31,ookla.wmax.cl:8080,136.77,26.5
22-02-2022,01:22:31,ookla.wmax.cl:8080,206.04,23.1
22-02-2022,01:23:32,ookla.wmax.cl:8080,231.23,34.66
22-02-2022,01:24:32,ookla.wmax.cl:8080,131.72,11.38
22-02-2022,01:25:31,ookla.wmax.cl:8080,160.92,28.61
22-02-2022,01:26:32,ookla.wmax.cl:8080,128.82,23.4
22-02-2022,01:27:32,ookla.wmax.cl:8080,200.28,13.7
22-02-2022,01:28:32,ookla.wmax.cl:8080,151.64,16.66
22-02-2022,01:29:31,ookla.wmax.cl:8080,203.97,49.79
22-02-2022,01:30:31,ookla.wmax.cl:8080,142.72,12.88
22-02-2022,01:31:31,ookla.wmax.cl:8080,190.5,29.37
22-02-2022,01:32:32,ookla.wmax.cl:8080,174.29,16.56
22-02-2022,01:33:31,ookla.wmax.cl:8080,168.26,21.35
22-02-2022,01:34:32,ookla.wmax.cl:8080,147.4,14.51
22-02-2022,01:35:32,ookla.wmax.cl:8080,156.78,15.84
22-02-2022,02:09:57,sp1.wom.cl:8080,175.9,27.64
22-02-2022,02:10:57,sp1.wom.cl:8080,168.2,22.18
22-02-2022,02:11:57,sp1.wom.cl:8080,132.04,12.01
22-02-2022,02:13:25,sp1.wom.cl:8080,155.06,10.97
22-02-2022,02:13:56,sp1.wom.cl:8080,235.71,15.5
22-02-2022,02:14:56,sp1.wom.cl:8080,232.72,44.63
22-02-2022,02:15:56,sp1.wom.cl:8080,157.32,30.21
22-02-2022,02:17:25,sp1.wom.cl:8080,98.64,13.99
22-02-2022,02:17:56,sp1.wom.cl:8080,182.01,15.2
22-02-2022,02:18:56,sp1.wom.cl:8080,195.5,34.6
22-02-2022,02:19:56,sp1.wom.cl:8080,191.25,20.62
22-02-2022,02:20:57,sp1.wom.cl:8080,83.31,11.87
22-02-2022,02:21:57,sp1.wom.cl:8080,98.42,42.93
22-02-2022,02:23:25,sp1.wom.cl:8080,74.82,36.88
22-02-2022,02:23:57,sp1.wom.cl:8080,62.82,56.23
22-02-2022,02:24:57,sp1.wom.cl:8080,72.9,15.49
22-02-2022,02:25:57,sp1.wom.cl:8080,64.05,15.69
22-02-2022,02:26:56,sp1.wom.cl:8080,71.03,17.71
22-02-2022,02:28:16,sp1.wom.cl:8080,75.57,27.22
22-02-2022,02:28:56,sp1.wom.cl:8080,80.98,28.58
22-02-2022,02:29:56,sp1.wom.cl:8080,75.45,22.71
22-02-2022,02:30:57,sp1.wom.cl:8080,63.26,15.46
22-02-2022,02:31:56,sp1.wom.cl:8080,67.66,16.25
22-02-2022,02:32:56,sp1.wom.cl:8080,170.45,29.98
22-02-2022,08:47:30,ookla.wmax.cl:8080,211.74,17.08
22-02-2022,08:48:30,ookla.wmax.cl:8080,109.59,37.01
22-02-2022,08:49:29,ookla.wmax.cl:8080,239.99,13.82
22-02-2022,08:50:30,ookla.wmax.cl:8080,44.45,27.99
22-02-2022,08:51:29,ookla.wmax.cl:8080,212.8,18.81
22-02-2022,08:52:29,ookla.wmax.cl:8080,219.69,42.94
22-02-2022,08:53:30,ookla.wmax.cl:8080,257.03,37.9
22-02-2022,08:54:29,ookla.wmax.cl:8080,45.51,32.39
22-02-2022,08:55:29,ookla.wmax.cl:8080,233.22,15.34
22-02-2022,08:56:30,ookla.wmax.cl:8080,117.85,17.37
22-02-2022,08:57:30,ookla.wmax.cl:8080,159.51,32.4
22-02-2022,08:58:29,ookla.wmax.cl:8080,188.35,31.18
22-02-2022,08:59:30,ookla.wmax.cl:8080,202.76,15.0
22-02-2022,09:00:30,ookla.wmax.cl:8080,38.59,16.64
22-02-2022,09:01:30,ookla.wmax.cl:8080,207.38,14.75
22-02-2022,09:02:29,ookla.wmax.cl:8080,230.62,36.21
22-02-2022,09:03:29,ookla.wmax.cl:8080,226.17,14.49
22-02-2022,09:04:29,ookla.wmax.cl:8080,46.83,15.86
22-02-2022,09:05:30,ookla.wmax.cl:8080,39.84,11.67
22-02-2022,09:06:30,ookla.wmax.cl:8080,131.33,33.59
22-02-2022,09:07:30,ookla.wmax.cl:8080,42.21,28.46
22-02-2022,09:08:30,ookla.wmax.cl:8080,131.32,13.58
22-02-2022,09:09:29,ookla.wmax.cl:8080,196.99,34.13
22-02-2022,09:10:30,ookla.wmax.cl:8080,178.44,13.6
22-02-2022,09:11:30,ookla.wmax.cl:8080,162.88,31.75
22-02-2022,09:12:30,ookla.wmax.cl:8080,177.01,22.2
22-02-2022,09:13:29,ookla.wmax.cl:8080,213.38,23.27
22-02-2022,09:14:30,ookla.wmax.cl:8080,156.19,18.98
22-02-2022,09:15:29,ookla.wmax.cl:8080,190.29,29.21
22-02-2022,09:16:30,ookla.wmax.cl:8080,227.7,19.15
22-02-2022,09:17:30,ookla.wmax.cl:8080,41.51,35.19
22-02-2022,09:18:30,ookla.wmax.cl:8080,40.19,32.95
22-02-2022,09:19:30,ookla.wmax.cl:8080,63.4,10.38
22-02-2022,09:20:30,ookla.wmax.cl:8080,176.26,15.38
22-02-2022,09:21:29,ookla.wmax.cl:8080,185.21,41.13
22-02-2022,09:22:30,ookla.wmax.cl:8080,174.04,45.21
22-02-2022,09:23:30,ookla.wmax.cl:8080,144.43,10.78
22-02-2022,09:24:30,ookla.wmax.cl:8080,42.04,13.79
22-02-2022,09:25:30,ookla.wmax.cl:8080,184.96,38.99
22-02-2022,09:26:30,ookla.wmax.cl:8080,149.91,15.21
22-02-2022,09:27:30,ookla.wmax.cl:8080,127.57,23.55
22-02-2022,09:28:30,ookla.wmax.cl:8080,44.96,28.09
22-02-2022,09:29:29,ookla.wmax.cl:8080,242.55,14.53
22-02-2022,09:30:30,ookla.wmax.cl:8080,185.94,19.48
22-02-2022,09:31:30,ookla.wmax.cl:8080,162.02,26.81
22-02-2022,09:32:29,ookla.wmax.cl:8080,178.8,10.72
22-02-2022,09:33:30,ookla.wmax.cl:8080,43.64,20.64
22-02-2022,09:34:30,ookla.wmax.cl:8080,169.51,38.54
22-02-2022,09:35:30,ookla.wmax.cl:8080,174.06,7.28
22-02-2022,09:36:29,ookla.wmax.cl:8080,206.79,12.72
22-02-2022,09:37:30,ookla.wmax.cl:8080,144.84,45.87
22-02-2022,09:38:30,ookla.wmax.cl:8080,39.58,29.55
22-02-2022,09:39:30,ookla.wmax.cl:8080,107.89,29.46
22-02-2022,09:40:30,ookla.wmax.cl:8080,41.06,39.5
22-02-2022,09:41:30,ookla.wmax.cl:8080,179.16,37.07
22-02-2022,09:42:29,ookla.wmax.cl:8080,181.9,9.82
22-02-2022,09:43:30,ookla.wmax.cl:8080,115.75,10.52
22-02-2022,09:44:30,ookla.wmax.cl:8080,136.68,34.68
22-02-2022,09:45:29,ookla.wmax.cl:8080,150.75,34.16
22-02-2022,09:46:29,ookla.wmax.cl:8080,155.97,13.79
22-02-2022,09:47:30,ookla.wmax.cl:8080,156.88,16.38
22-02-2022,09:48:30,ookla.wmax.cl:8080,44.5,37.37
22-02-2022,09:49:29,ookla.wmax.cl:8080,220.01,16.05
22-02-2022,09:50:30,ookla.wmax.cl:8080,161.84,25.85
22-02-2022,09:51:30,ookla.wmax.cl:8080,46.53,41.4
22-02-2022,09:52:29,ookla.wmax.cl:8080,196.39,15.81
22-02-2022,09:53:30,ookla.wmax.cl:8080,190.34,32.36
22-02-2022,09:54:30,ookla.wmax.cl:8080,206.55,40.66
22-02-2022,09:55:30,ookla.wmax.cl:8080,167.22,14.54
22-02-2022,09:56:29,ookla.wmax.cl:8080,184.29,23.66
22-02-2022,09:57:30,ookla.wmax.cl:8080,35.19,20.22
22-02-2022,09:58:30,ookla.wmax.cl:8080,112.25,13.79
22-02-2022,09:59:29,ookla.wmax.cl:8080,217.44,20.04
22-02-2022,10:00:30,ookla.wmax.cl:8080,169.71,14.94
22-02-2022,10:01:30,ookla.wmax.cl:8080,156.44,39.36
22-02-2022,10:02:30,ookla.wmax.cl:8080,185.77,52.48
22-02-2022,10:03:30,ookla.wmax.cl:8080,44.74,35.95
22-02-2022,10:04:30,ookla.wmax.cl:8080,39.65,19.31
22-02-2022,10:05:29,ookla.wmax.cl:8080,160.66,8.49
22-02-2022,10:06:30,ookla.wmax.cl:8080,188.33,17.87
22-02-2022,10:07:30,ookla.wmax.cl:8080,39.85,34.3
22-02-2022,10:08:30,ookla.wmax.cl:8080,146.02,18.6
22-02-2022,10:09:30,ookla.wmax.cl:8080,163.86,17.01
22-02-2022,10:10:30,ookla.wmax.cl:8080,42.78,14.92
22-02-2022,10:11:29,ookla.wmax.cl:8080,45.64,12.37
22-02-2022,10:12:30,ookla.wmax.cl:8080,121.26,33.37
22-02-2022,10:13:30,ookla.wmax.cl:8080,184.26,14.16
22-02-2022,10:14:30,ookla.wmax.cl:8080,168.06,28.58
22-02-2022,10:15:29,ookla.wmax.cl:8080,163.19,35.3
22-02-2022,10:16:30,ookla.wmax.cl:8080,156.6,9.51
22-02-2022,10:17:30,ookla.wmax.cl:8080,138.69,13.18
22-02-2022,10:18:30,ookla.wmax.cl:8080,230.76,57.17
22-02-2022,10:19:30,ookla.wmax.cl:8080,150.42,6.5
22-02-2022,10:20:30,ookla.wmax.cl:8080,149.67,14.95
22-02-2022,10:21:30,ookla.wmax.cl:8080,123.46,13.73
22-02-2022,10:22:30,ookla.wmax.cl:8080,47.59,54.2
22-02-2022,10:23:30,ookla.wmax.cl:8080,153.2,3.06
22-02-2022,10:24:30,ookla.wmax.cl:8080,247.24,23.14
22-02-2022,10:25:29,ookla.wmax.cl:8080,36.96,16.66
22-02-2022,10:26:30,ookla.wmax.cl:8080,138.74,15.76
22-02-2022,10:27:30,ookla.wmax.cl:8080,154.21,13.51
22-02-2022,10:28:29,ookla.wmax.cl:8080,139.67,3.3
22-02-2022,10:29:29,ookla.wmax.cl:8080,138.59,20.36
22-02-2022,10:30:30,ookla.wmax.cl:8080,195.87,28.24
22-02-2022,10:31:29,ookla.wmax.cl:8080,163.32,21.87
22-02-2022,10:32:30,ookla.wmax.cl:8080,184.57,20.8
22-02-2022,10:33:29,ookla.wmax.cl:8080,230.42,17.09
22-02-2022,10:34:30,ookla.wmax.cl:8080,36.34,21.82
22-02-2022,10:35:30,ookla.wmax.cl:8080,122.96,16.61
22-02-2022,10:36:29,ookla.wmax.cl:8080,45.89,14.64
22-02-2022,10:37:30,ookla.wmax.cl:8080,151.94,16.86
22-02-2022,10:38:30,ookla.wmax.cl:8080,37.1,34.91
22-02-2022,10:39:30,ookla.wmax.cl:8080,42.68,9.86
22-02-2022,10:40:30,ookla.wmax.cl:8080,197.73,17.1
22-02-2022,10:41:30,ookla.wmax.cl:8080,147.58,30.55
22-02-2022,10:42:30,ookla.wmax.cl:8080,203.13,15.3
22-02-2022,10:43:30,ookla.wmax.cl:8080,210.33,20.36
22-02-2022,10:44:29,ookla.wmax.cl:8080,197.15,39.52
22-02-2022,10:45:30,ookla.wmax.cl:8080,45.05,25.14
22-02-2022,10:46:30,ookla.wmax.cl:8080,145.69,25.66
22-02-2022,10:47:30,ookla.wmax.cl:8080,39.23,37.24
22-02-2022,10:48:30,ookla.wmax.cl:8080,161.15,26.9
22-02-2022,10:49:30,ookla.wmax.cl:8080,175.82,27.04
22-02-2022,10:50:30,ookla.wmax.cl:8080,220.1,29.97
22-02-2022,10:51:30,ookla.wmax.cl:8080,136.74,39.32
22-02-2022,10:52:30,ookla.wmax.cl:8080,160.97,18.35
22-02-2022,10:53:30,ookla.wmax.cl:8080,170.36,32.2
22-02-2022,10:54:30,ookla.wmax.cl:8080,208.91,36.57
22-02-2022,10:55:30,ookla.wmax.cl:8080,147.97,35.26
22-02-2022,10:56:29,ookla.wmax.cl:8080,243.34,14.61
22-02-2022,10:57:30,ookla.wmax.cl:8080,131.46,10.58
22-02-2022,10:58:29,ookla.wmax.cl:8080,40.78,12.66
22-02-2022,10:59:30,ookla.wmax.cl:8080,45.75,9.47
22-02-2022,11:00:30,ookla.wmax.cl:8080,148.77,16.96
22-02-2022,11:01:30,ookla.wmax.cl:8080,120.75,10.54
22-02-2022,11:02:30,ookla.wmax.cl:8080,194.39,12.48
22-02-2022,11:03:29,ookla.wmax.cl:8080,200.93,15.79
22-02-2022,11:04:30,ookla.wmax.cl:8080,105.62,15.37
22-02-2022,11:05:30,ookla.wmax.cl:8080,148.25,31.05
22-02-2022,11:06:29,ookla.wmax.cl:8080,177.03,13.99
22-02-2022,11:07:30,ookla.wmax.cl:8080,39.48,37.68
22-02-2022,11:08:30,ookla.wmax.cl:8080,134.77,13.1
22-02-2022,11:09:30,ookla.wmax.cl:8080,138.23,32.26
22-02-2022,11:10:30,ookla.wmax.cl:8080,36.75,16.17
22-02-2022,11:11:30,ookla.wmax.cl:8080,131.92,4.87
22-02-2022,11:12:30,ookla.wmax.cl:8080,42.47,22.68
22-02-2022,11:13:30,ookla.wmax.cl:8080,189.17,15.3
22-02-2022,11:14:30,ookla.wmax.cl:8080,174.92,16.31
22-02-2022,11:15:30,ookla.wmax.cl:8080,41.23,30.24
22-02-2022,11:16:30,ookla.wmax.cl:8080,46.02,12.54
22-02-2022,11:17:30,ookla.wmax.cl:8080,128.32,16.06
22-02-2022,11:18:30,ookla.wmax.cl:8080,159.25,16.94
22-02-2022,11:19:30,ookla.wmax.cl:8080,45.11,34.47
22-02-2022,11:20:29,ookla.wmax.cl:8080,202.12,22.71
22-02-2022,11:21:30,ookla.wmax.cl:8080,149.93,24.94
22-02-2022,11:22:30,ookla.wmax.cl:8080,165.5,16.81
22-02-2022,11:23:30,ookla.wmax.cl:8080,102.18,17.42
22-02-2022,11:24:30,ookla.wmax.cl:8080,164.22,25.12
22-02-2022,11:25:30,ookla.wmax.cl:8080,208.32,14.12
22-02-2022,11:26:30,ookla.wmax.cl:8080,191.92,16.83
22-02-2022,11:27:30,ookla.wmax.cl:8080,154.93,9.7
22-02-2022,11:28:30,ookla.wmax.cl:8080,102.09,15.87
22-02-2022,11:29:30,ookla.wmax.cl:8080,146.81,23.6
22-02-2022,11:30:30,ookla.wmax.cl:8080,158.55,29.45
22-02-2022,11:31:30,ookla.wmax.cl:8080,150.9,43.99
22-02-2022,11:32:30,ookla.wmax.cl:8080,188.46,19.07
22-02-2022,11:33:30,ookla.wmax.cl:8080,197.91,38.85
22-02-2022,11:34:30,ookla.wmax.cl:8080,160.78,17.85
22-02-2022,11:35:30,ookla.wmax.cl:8080,33.2,12.82
22-02-2022,11:36:30,ookla.wmax.cl:8080,165.16,11.63
22-02-2022,11:37:30,ookla.wmax.cl:8080,176.11,18.69
22-02-2022,11:38:29,ookla.wmax.cl:8080,202.44,18.59
22-02-2022,11:39:30,ookla.wmax.cl:8080,129.72,12.36
22-02-2022,11:40:30,ookla.wmax.cl:8080,80.71,8.83
22-02-2022,11:41:30,ookla.wmax.cl:8080,168.94,13.89
22-02-2022,11:42:30,ookla.wmax.cl:8080,162.25,38.11
22-02-2022,11:43:29,ookla.wmax.cl:8080,43.31,34.78
22-02-2022,11:44:30,ookla.wmax.cl:8080,114.5,10.23
22-02-2022,11:45:30,ookla.wmax.cl:8080,71.64,13.87
22-02-2022,11:46:32,ookla.wmax.cl:8080,74.8,17.05
22-02-2022,11:47:30,ookla.wmax.cl:8080,77.45,37.44
22-02-2022,11:48:30,ookla.wmax.cl:8080,114.59,19.17
22-02-2022,11:49:30,ookla.wmax.cl:8080,156.31,14.95
22-02-2022,11:50:30,ookla.wmax.cl:8080,88.76,13.47
22-02-2022,11:51:30,ookla.wmax.cl:8080,190.13,38.67
22-02-2022,11:52:30,ookla.wmax.cl:8080,174.29,13.33
22-02-2022,11:53:30,ookla.wmax.cl:8080,48.35,18.81
22-02-2022,11:54:30,ookla.wmax.cl:8080,145.8,13.63
22-02-2022,11:55:29,ookla.wmax.cl:8080,217.96,19.45
22-02-2022,11:56:30,ookla.wmax.cl:8080,123.02,12.73
22-02-2022,11:57:30,ookla.wmax.cl:8080,125.19,19.01
22-02-2022,11:58:30,ookla.wmax.cl:8080,130.86,14.43
22-02-2022,11:59:29,ookla.wmax.cl:8080,173.48,33.88
22-02-2022,12:00:30,ookla.wmax.cl:8080,177.45,32.55
22-02-2022,12:01:30,ookla.wmax.cl:8080,152.25,31.67
22-02-2022,12:02:30,ookla.wmax.cl:8080,122.74,27.66
22-02-2022,12:03:29,ookla.wmax.cl:8080,151.59,9.77
22-02-2022,12:04:30,ookla.wmax.cl:8080,153.44,39.73
22-02-2022,12:05:30,ookla.wmax.cl:8080,33.24,13.93
22-02-2022,12:06:30,ookla.wmax.cl:8080,122.84,12.48
22-02-2022,12:07:30,ookla.wmax.cl:8080,44.81,28.19
22-02-2022,12:08:31,ookla.wmax.cl:8080,229.26,34.65
22-02-2022,12:09:30,ookla.wmax.cl:8080,159.33,20.99
22-02-2022,12:10:30,ookla.wmax.cl:8080,173.26,23.35
22-02-2022,12:11:30,ookla.wmax.cl:8080,72.4,18.94
22-02-2022,12:12:30,ookla.wmax.cl:8080,158.24,17.69
22-02-2022,12:13:30,ookla.wmax.cl:8080,194.16,18.04
22-02-2022,12:14:30,ookla.wmax.cl:8080,130.67,15.31
22-02-2022,12:15:29,ookla.wmax.cl:8080,174.96,14.78
22-02-2022,12:16:29,ookla.wmax.cl:8080,148.85,13.6
22-02-2022,12:17:30,ookla.wmax.cl:8080,46.85,55.11
22-02-2022,12:18:30,ookla.wmax.cl:8080,114.67,16.38
22-02-2022,12:19:29,ookla.wmax.cl:8080,200.63,14.02
22-02-2022,12:20:29,ookla.wmax.cl:8080,215.59,31.5
22-02-2022,12:21:30,ookla.wmax.cl:8080,201.79,27.47
22-02-2022,12:22:30,ookla.wmax.cl:8080,44.04,16.16
22-02-2022,12:23:30,ookla.wmax.cl:8080,154.73,16.87
22-02-2022,12:24:29,ookla.wmax.cl:8080,181.78,13.66
22-02-2022,12:25:30,ookla.wmax.cl:8080,131.31,31.89
22-02-2022,12:26:30,ookla.wmax.cl:8080,196.23,32.0
22-02-2022,12:27:36,ookla.wmax.cl:8080,123.01,12.63
22-02-2022,12:28:30,ookla.wmax.cl:8080,220.06,22.38
22-02-2022,12:29:30,ookla.wmax.cl:8080,164.52,15.05
22-02-2022,12:30:30,ookla.wmax.cl:8080,43.41,31.94
22-02-2022,12:31:30,ookla.wmax.cl:8080,157.76,18.58
22-02-2022,12:32:30,ookla.wmax.cl:8080,43.48,19.73
22-02-2022,12:33:30,ookla.wmax.cl:8080,163.42,47.08
22-02-2022,12:34:30,ookla.wmax.cl:8080,99.15,37.44
22-02-2022,12:35:29,ookla.wmax.cl:8080,174.44,38.4
22-02-2022,12:36:30,ookla.wmax.cl:8080,38.77,21.0
22-02-2022,12:37:30,ookla.wmax.cl:8080,148.65,17.71
22-02-2022,12:38:30,ookla.wmax.cl:8080,141.73,15.14
22-02-2022,12:39:30,ookla.wmax.cl:8080,112.45,19.35
22-02-2022,12:40:29,ookla.wmax.cl:8080,204.99,18.33
22-02-2022,12:41:30,ookla.wmax.cl:8080,43.39,16.55
22-02-2022,12:42:30,ookla.wmax.cl:8080,222.11,21.35
22-02-2022,12:43:30,ookla.wmax.cl:8080,108.11,9.2
22-02-2022,12:44:30,ookla.wmax.cl:8080,169.75,14.6
22-02-2022,12:45:29,ookla.wmax.cl:8080,103.13,38.04
22-02-2022,12:46:29,ookla.wmax.cl:8080,143.38,23.4
22-02-2022,12:47:30,ookla.wmax.cl:8080,186.66,31.11
22-02-2022,12:48:30,ookla.wmax.cl:8080,101.18,30.82
22-02-2022,12:49:30,ookla.wmax.cl:8080,126.45,14.88
22-02-2022,12:50:30,ookla.wmax.cl:8080,171.07,11.56
22-02-2022,12:51:29,ookla.wmax.cl:8080,188.53,26.92
22-02-2022,12:52:30,ookla.wmax.cl:8080,149.2,9.49
22-02-2022,12:53:29,ookla.wmax.cl:8080,140.2,16.29
22-02-2022,12:54:30,ookla.wmax.cl:8080,40.71,15.63
22-02-2022,12:55:30,ookla.wmax.cl:8080,39.84,19.56
22-02-2022,12:56:30,ookla.wmax.cl:8080,90.5,32.79
22-02-2022,12:57:30,ookla.wmax.cl:8080,166.82,12.23
22-02-2022,12:58:30,ookla.wmax.cl:8080,125.81,15.78
22-02-2022,12:59:30,ookla.wmax.cl:8080,179.79,34.86
22-02-2022,13:00:29,ookla.wmax.cl:8080,200.61,14.47
22-02-2022,13:01:30,ookla.wmax.cl:8080,106.06,10.32
22-02-2022,13:02:29,ookla.wmax.cl:8080,47.32,10.27
22-02-2022,13:03:29,ookla.wmax.cl:8080,159.87,14.86
22-02-2022,13:04:30,ookla.wmax.cl:8080,180.63,41.1
22-02-2022,13:05:29,ookla.wmax.cl:8080,173.47,17.9
22-02-2022,13:06:30,ookla.wmax.cl:8080,128.36,30.25
22-02-2022,13:07:30,ookla.wmax.cl:8080,45.53,34.35
22-02-2022,13:08:30,ookla.wmax.cl:8080,153.55,9.86
22-02-2022,13:09:30,ookla.wmax.cl:8080,162.9,15.16
22-02-2022,13:10:29,ookla.wmax.cl:8080,171.96,20.37
22-02-2022,13:11:30,ookla.wmax.cl:8080,149.52,12.83
22-02-2022,13:12:30,ookla.wmax.cl:8080,144.61,25.39
22-02-2022,13:13:30,ookla.wmax.cl:8080,144.81,33.28
22-02-2022,13:14:29,ookla.wmax.cl:8080,44.89,20.47
22-02-2022,13:15:30,ookla.wmax.cl:8080,143.7,3.29
22-02-2022,13:16:30,ookla.wmax.cl:8080,46.41,35.54
22-02-2022,13:17:30,ookla.wmax.cl:8080,147.36,12.99
22-02-2022,13:18:30,ookla.wmax.cl:8080,179.76,37.68
22-02-2022,13:19:30,ookla.wmax.cl:8080,95.65,32.05
22-02-2022,13:20:30,ookla.wmax.cl:8080,102.7,14.36
22-02-2022,13:21:30,ookla.wmax.cl:8080,161.45,25.82
22-02-2022,13:22:30,ookla.wmax.cl:8080,150.44,27.47
22-02-2022,13:23:29,ookla.wmax.cl:8080,218.67,19.45
22-02-2022,13:24:30,ookla.wmax.cl:8080,160.05,17.23
22-02-2022,13:25:30,ookla.wmax.cl:8080,177.8,17.49
22-02-2022,13:26:29,ookla.wmax.cl:8080,133.67,8.72
22-02-2022,13:27:29,ookla.wmax.cl:8080,157.95,43.0
22-02-2022,13:28:29,ookla.wmax.cl:8080,155.27,17.98
22-02-2022,13:29:30,ookla.wmax.cl:8080,167.73,13.0
22-02-2022,13:30:30,ookla.wmax.cl:8080,157.29,18.4
22-02-2022,13:31:30,ookla.wmax.cl:8080,177.43,35.9
22-02-2022,13:32:30,ookla.wmax.cl:8080,143.66,29.98
22-02-2022,13:33:29,ookla.wmax.cl:8080,142.29,31.03
22-02-2022,13:34:29,ookla.wmax.cl:8080,210.9,34.17
22-02-2022,13:35:30,ookla.wmax.cl:8080,147.47,22.92
22-02-2022,13:36:30,ookla.wmax.cl:8080,195.9,32.0
22-02-2022,13:37:30,ookla.wmax.cl:8080,194.36,15.13
22-02-2022,13:38:30,ookla.wmax.cl:8080,135.72,32.88
22-02-2022,13:39:29,ookla.wmax.cl:8080,215.53,12.43
22-02-2022,13:40:30,ookla.wmax.cl:8080,143.48,25.45
22-02-2022,13:41:30,ookla.wmax.cl:8080,236.7,38.85
22-02-2022,13:42:30,ookla.wmax.cl:8080,173.97,17.05
22-02-2022,13:43:29,ookla.wmax.cl:8080,196.15,33.4
22-02-2022,13:44:30,ookla.wmax.cl:8080,126.52,7.65
22-02-2022,13:45:29,ookla.wmax.cl:8080,39.34,3.12
22-02-2022,13:46:29,ookla.wmax.cl:8080,43.14,37.2
22-02-2022,13:47:30,ookla.wmax.cl:8080,41.88,57.37
22-02-2022,13:48:29,ookla.wmax.cl:8080,164.5,14.63
22-02-2022,13:49:30,ookla.wmax.cl:8080,143.52,14.39
22-02-2022,13:50:30,ookla.wmax.cl:8080,47.07,35.79
22-02-2022,13:51:30,ookla.wmax.cl:8080,207.44,24.3
22-02-2022,13:52:30,ookla.wmax.cl:8080,38.44,20.69
22-02-2022,13:53:29,ookla.wmax.cl:8080,181.71,22.54
22-02-2022,13:54:29,ookla.wmax.cl:8080,152.93,13.49
22-02-2022,13:55:30,ookla.wmax.cl:8080,156.85,24.88
22-02-2022,13:56:30,ookla.wmax.cl:8080,152.79,10.68
22-02-2022,13:57:30,ookla.wmax.cl:8080,36.05,18.37
22-02-2022,13:58:30,ookla.wmax.cl:8080,134.3,10.04
22-02-2022,13:59:30,ookla.wmax.cl:8080,43.35,28.56
22-02-2022,14:00:29,ookla.wmax.cl:8080,181.63,35.15
22-02-2022,14:01:30,ookla.wmax.cl:8080,181.74,35.21
22-02-2022,14:02:31,ookla.wmax.cl:8080,110.32,16.11
22-02-2022,14:03:29,ookla.wmax.cl:8080,215.61,33.11
22-02-2022,14:04:29,ookla.wmax.cl:8080,182.59,15.55
22-02-2022,14:05:30,ookla.wmax.cl:8080,81.3,9.96
22-02-2022,14:06:30,ookla.wmax.cl:8080,49.44,12.32
22-02-2022,14:07:30,ookla.wmax.cl:8080,201.8,33.41
22-02-2022,14:08:30,ookla.wmax.cl:8080,48.56,37.88
22-02-2022,14:09:30,ookla.wmax.cl:8080,41.89,17.19
22-02-2022,14:10:30,ookla.wmax.cl:8080,173.98,36.72
22-02-2022,14:11:30,ookla.wmax.cl:8080,180.3,13.6
22-02-2022,14:12:30,ookla.wmax.cl:8080,162.75,35.46
22-02-2022,14:13:29,ookla.wmax.cl:8080,222.47,34.82
22-02-2022,14:14:29,ookla.wmax.cl:8080,143.24,6.93
22-02-2022,14:15:29,ookla.wmax.cl:8080,162.84,23.72
